Vout,I(L1)
11.300000000000001,0
11.191503322686374,0
11.083789200168061,0
10.977111791740047,0
10.871461119359687,0
10.766827301019868,0.00022413805121400659
10.6626710629308,0.0074308129468604218
10.561482947545521,0.014674872467714909
10.462172837747783,0.021967945877609352
10.365357613147696,0.02930878905925046
10.271023507961532,0.036696164813766592
10.179156626196772,0.044128842925114223
10.089742944377052,0.051605600223124978
10.002768314254377,0.059125220645199636
9.9182184655084402,0.066686495296655601
9.8360790084329075,0.074288222509734339
9.7563354366084383,0.0819292079012756
9.6789731295623653,0.089608264429064971
9.6039773554148358,0.09732421244686168
9.5313332735112795,0.10507587975811346
9.4610259370410557,0.11286210166836548
9.3930402956421162,0.12068172103637036
9.3273611979915874,0.12853358832390627
9.2639733943820719,0.13641656164431046
9.2028615392835977,0.14432950680973525
9.1440101938910203,0.15227129737713388
9.0874038286568055,0.16024081469298357
9.0330268258090154,0.1682369479367532
8.980863481854426,0.17625859416312309
8.9308980100665991,0.18430465834296442
8.8831145429588076,0.19237405340308589
8.837497134741751,0.2004657002647553
8.7940297637658578,0.20857852788100376
8.7526963349481264,0.21671147327272025
8.7134806821833806,0.22486348156354441
8.6763665707398339,0.23303350601356543
8.6413376996388589,0.24122050805183493
8.6083777040188476,0.24942345730770182
8.5774701574831038,0.25764133164097724
8.5485985744316366,0.26587311717093742
8.5217464123767712,0.27411780830417293
8.4968970742425007,0.28237440776129202
8.4740339106474831,0.29064192660248689
8.4531402221715837,0.2989193842519704
8.4341992616059187,0.30720580852129198
8.4171942361862815,0.31550023563154089
8.4021083098099112,0.32380171023444543
8.3889246052354736,0.33210928543237617
8.3776262062662727,0.34042202279726164
8.3681961599165131,0.34873899238842515
8.3606174785606573,0.3570592727693514
8.3548731420657116,0.36538195102339088
8.3509460999064693,0.37370612276841092
8.3488192732635778,0.38203089217040209
8.3484755571044182,0.39035537195604847
8.3498978222467333,0.39867868342427026
8.3530689174049328,0.40699995645674758
8.3579716712190439,0.41531832952743425
8.3645888942662712,0.42363294971107002
8.3729033810550817,0.43194297269070009
8.3828979120018037,0.4402475627642109
8.3945552553896992,0.44854589284989038
8.4078581693104457,0.4568371444910222
8.422789403588018,0.46512050785952241
8.4393317016849192,0.47339518175862727
8.4574678025907399,0.4816603736246412
8.4771804426930029,0.48991529952775392
8.4984523576302884,0.49815918417193539
8.5212662841275595,0.50639126089391739
8.5456049618137673,0.51461077166127089
8.5714511350215972,0.52281696706958813
8.5987875545694106,0.53100910633877785
8.6275969795253555,0.53918645730848325
8.6578621789535983,0.54734829643263117
8.689565933642708,0.55549390877312166
8.7226910378161513,0.56362258799266673
8.7572203008248888,0.5717336363467872
8.793136548822087,0.57982636467497695
8.8304226264199439,0.58790009239104291
8.8690613983285722,0.5959541474726302
8.9090357509770026,0.60398786644994173
8.9503285941162876,0.61200059439366006
8.9929228624046704,0.61999168490208156
9.0368015169749167,0.62796050008747151
9.0819475469836792,0.63590641056164865
9.1283439711430319,0.64382879542080884
9.1759738392341195,0.6517270422295961
9.2248202336029372,0.65960054700443038
9.2748662706382738,0.66744871419610108
9.3260951022318039,0.67527095667163473
9.3784899172203851,0.68306669569544587
9.4320339428105484,0.6908353609097807
9.4867104459852101,0.6985763903144615
9.5425027348926381,0.70628923024594104
9.5993941602176811,0.71397333535567586
9.6573681165352969,0.72162816858782752
9.7164080436464033,0.7292532011563001
9.7764974278960608,0.73684791252112303
9.8376198034740767,0.74441179036418847
9.8997587536979896,0.75194433056435117
9.9628979122785104,0.75944503717190026
10.027020964567445,0.76691342238241178
10.092111648788141,0.77434900650998995
10.158153757248474,0.78175131795990638
10.225131137536449,0.78911989320064624
10.293027693698429,0.79645427673536973
10.361827387400044,0.80375402107279692
10.43151423906982,0.81101868669752575
10.502072329025586,0.81312903297270578
10.57322959359402,0.80781633336268566
10.64262838910336,0.80247800212676734
10.710680451675842,0.79710609210654149
10.776943633436101,0.79170149519215072
10.841428136100681,0.78626509815034484
10.904144251506523,0.78079778257990995
10.965102359654033,0.77530042486807349
11.024312926759649,0.76977389614788072
11.08178650331803,0.76421906225653768
11.137533722173957,0.75863678369471588
11.191565296604081,0.75302791558681326
11.243892018408632,0.74739330764216705
11.294524756013161,0.74173380411721324
11.343474452580438,0.7360502437785873
11.390752124132637,0.73034345986716132
11.436368857683849,0.72461428006301254
11.48033580938306,0.71886352645131768
11.522664202667707,0.71309201548916734
11.563365326427839,0.70730055797329605
11.602450533181056,0.70148995900872224
11.639931237258258,0.6956610179782925
11.67581891300031,0.68981452851312453
11.710125092965711,0.68395127846394366
11.742861366149372,0.67807204987330727
11.774039376212516,0.67217761894871142
11.803670819723868,0.66626875603657387
11.831767444412169,0.66034622559708822
11.85834104743005,0.65441078617994319
11.883403473629448,0.64846319040090117
11.906966613848507,0.64250418491923045
11.929042403210138,0.63653451041598552
11.949642819432249,0.63055490157312888
11.968779881149748,0.62456608705348926
11.986465646248336,0.61856878948154981
12.002712210210198,0.61256372542506043
12.017531704471629,0.60655160537746844
12.030936294792673,0.60053313374116113
12.042938179638798,0.59450900881151481
12.053549588574707,0.58847992276174366
12.062782780670295,0.58244656162854258
12.070650042918833,0.57640960529851792
12.077163688667429,0.57036972749540016
12.082336056059784,0.56432759576803149
12.086179506491334,0.55828387147912317
12.088706423076776,0.55223920979477614
12.089929209130059,0.5461942596747581
12.089860286656862,0.54014966386353147
12.088512094859603,0.53410605888202589
12.085897088654999,0.52806407502014818
12.082027737204273,0.52202433633002454
12.076916522455937,0.51598746061996814
12.070575937701308,0.50995405944916572
12.063018486142687,0.50392473812307692
12.054256679474278,0.49790009568953975
12.044303036475863,0.49188072493557639
12.033170081619279,0.48586721238489228
12.020870343687671,0.47986013829606255
12.007416354407621,0.47386007666139907
11.992820647094096,0.46786759520649174
11.977095755308273,0.46188325539041791
11.960254211528271,0.45590761240661293
11.942308545832789,0.44994121518439567
11.923271284597647,0.44398460639114279
11.903154949205282,0.43803832243510477
11.8819720547672,0.4321028934688575
11.85973510885937,0.42617884339338308
11.83645661027059,0.4202666898627731
11.812149047763825,0.4143669442895479
11.78682489885056,0.40848011185058553
11.760496628578096,0.40260669149365397
11.733176688329864,0.39674717594453962
11.704877514638728,0.390902051714766
11.675611528013262,0.38507179910989625
11.645391131777055,0.37925689223841247
11.614228710920989,0.37345779902116583
11.582136630968483,0.36767498120139075
11.549127236853757,0.36190889435527679
11.515212851813041,0.35615998790309156
11.48040577628878,0.35042870512084834
11.444718286846769,0.34471548315251205
11.408162635106249,0.3390207530227366
11.370751046682974,0.33334493965012779
11.332495720145138,0.3276884618610249
11.293408825982265,0.32205173240379453
11.253502505586988,0.31643515796363053
11.212788870249691,0.31083913917785327
11.171280000166021,0.30526407065170186
11.128987943457256,0.29971034097461308
11.085924715203477,0.29417833273698057
11.04210229648956,0.28866842254738773
10.997532633463948,0.28318098105030809
10.952227636410155,0.27771637294426682
10.906199178831043,0.27227495700045673
10.859459096545779,0.26685708608180275
10.812019186799477,0.26146310716246846
10.7638912073855,0.26261159245261256
10.71563113804029,0.26977054984183707
10.669352100006195,0.2769464195191122
10.624544925443772,0.28414418728413315
10.58169075556304,0.29136288014897888
10.540775327133797,0.29860153227666669
10.501784308938884,0.30585918501458559
10.46470330394625,0.31313488692684688
10.429517851467034,0.32042769382555925
10.396213429299657,0.32773666880103519
10.364775455859741,0.335060882250936
10.335189292295857,0.34239941190836232
10.307440244590914,0.34975134286889759
10.281513565649229,0.35711576761661146
10.257394457369072,0.36449178604903065
10.235068072700672,0.37187850550108431
10.214519517689611,0.37927504076803115
10.195733853505503,0.38668051412737608
10.178696098455882,0.39409405535978359
10.163391229985269,0.40151480176899507
10.149804186659297,0.40894189820075799
10.137919870133869,0.41637449706077412
10.127723147109261,0.42381175833167428
10.119198851269109,0.43125284958902765
10.112331785204226,0.43869694601639281
10.107106722321218,0.44614323041941811
10.103508408735777,0.45359089323899937
10.101521565150669,0.46103913256350243
10.101130888718304,0.46848715414005815
10.1023210548879,0.4759341713849376
10.105076719237152,0.48337940539301544
10.10938251928836,0.49082208494632906
10.115223076308999,0.49826144652174126
10.122582997096675,0.50569673429771445
10.131446875748432,0.51312720016020374
10.14179929541435,0.52055210370767802
10.153624830035451,0.52797071225527492
10.166908046065839,0.53538230083809935
10.181633504179038,0.54278615221367266
10.197785760958544,0.55018155686354042
10.215349370572509,0.55756781299404679
10.234308886432581,0.56494422653628351
10.254648862836829,0.57231011114522146
10.276353856596792,0.57966478819803247
10.299408428648567,0.58700758679160991
10.323797145647966,0.59433784373929543
10.349504581549718,0.60165490356682017
10.376515319170679,0.60895811850746839
10.404813951737056,0.61624684849647149
10.434385084415656,0.62352046116464033
10.465213335829104,0.63077833183124432
10.497283339555048,0.63801984349614449
10.530579745609392,0.64524438683118901
10.565087221913448,0.65245136017087957
10.600790455745107,0.65913621779940801
10.638006453652734,0.65380357303246317
10.674251616458372,0.64845765998893312
10.709387535099154,0.64309454699939284
10.743051507589747,0.63771496738634248
10.775254136566204,0.63231964915779415
10.806006077330588,0.6269093149813475
10.835318036216057,0.62148468215908037
10.863200768962244,0.61604646260324913
10.889665079101066,0.61059536281279347
10.914721816352998,0.60513208385064055
10.938381875033894,0.59965732132180283
10.96065619247242,0.59417176535226479
10.981555747438181,0.58867610056865283
11.00109155858055,0.58317100607868277
11.01927468287834,0.57765715545238017
11.03611621410032,0.57213521670406742
11.051627281276652,0.56660585227511262
11.065819047181312,0.5610697190174343
11.078702706825556,0.55552746817775667
11.090289485962437,0.54997974538260974
11.100590639602489,0.54442719062406897
11.109617450540615,0.5388704382462286
11.117381227894155,0.53331011693240304
11.123893305652299,0.52774684969305075
11.129165041236783,0.52218125385441516
11.133207814073989,0.5166139410478765
11.136033024178428,0.51104551720000868
11.137652090747711,0.5054765825233366
11.13807645076897,0.49990773150778678
11.137317557636861,0.49433955291282605
11.135386879783059,0.48877262976028291
11.132295899317432,0.48320753932784538
11.128056110680783,0.47764485314322935
11.122679019309283,0.47208513697901189
11.116176140310587,0.46652895084812357
11.108558997151665,0.46097684899999397
11.099839120358379,0.4554293799173445
11.090028046226836,0.44988708631362245
11.079137315546509,0.44435050513107049
11.067178472335204,0.43882016753942599
11.054163062585836,0.4332965989352438
11.040102633025068,0.42778031894183677
11.02500872988381,0.42227184140982799
11.008892897679619,0.41677167441830898
10.991766678010997,0.41128032027659778
10.973641608363577,0.40579827552659076
10.954529220928269,0.40032603094570252
10.93444104143132,0.39486407155038777
10.913388587976325,0.38941287660023921
10.891383369898183,0.38397291960265534
10.868436886629018,0.37854466831807254
10.844560626576078,0.37312858476575494
10.819766066011558,0.36772512523013656
10.794064667974444,0.36233474026770962
10.767467881184279,0.35695787471445273
10.739987138966953,0.35159496769379323
10.7116338581924,0.3462464526250979
10.682419438224313,0.34091275723268577
10.652355259881789,0.33559430355535685
10.621452684412942,0.33029150795643142
10.589723052480478,0.32500478113429326
10.557177683159187,0.33223729418096337
10.525611265840054,0.33948488513575203
10.495878077894824,0.34674321445775591
10.467510715215651,0.35401525718188298
10.440954723616237,0.36130011124716144
10.416195477505587,0.36859688191993673
10.393218301830252,0.37590468181807762
10.37200847410444,0.38322263093417092
10.352551226425618,0.39054985665771169
10.334831747475523,0.39788549379629679
10.318835184506499,0.40522868459582895
10.304546645313115,0.41257857875973858
10.29195120018894,0.41993433346723075
10.281033883868512,0.42729511339056503
10.27177969745434,0.43466009071137551
10.264173610328903,0.44202844513603862
10.258200562051643,0.44939936391009594
10.253845464240824,0.45677204183174008
10.251093202440243,0.46414568126437095
10.249928637970728,0.47151949214822991
10.250336609766377,0.47889269201111978
10.252301936195503,0.48626450597821808
10.255809416866217,0.49363416678099142
10.260843834416605,0.50100091476521846
10.267389956289483,0.50836399789812925
10.275432536491673,0.51572267177466957
10.284956317337768,0.5230761996228962
10.295946031178344,0.53042385230851252
10.308386402112584,0.53776490833855162
10.322262147685302,0.54509865386421497
10.337557980568317,0.55242438268287397
10.354258610226159,0.55974139623924268
10.372348744566075,0.56704900362572974
